string_id	all amino-acids	SUM(r_k*ln(r_k)) --> -H(amino-acids)	SUM(r_k*e_k)	ln(p)	cost_protein (5*n(aa))	decay	protein term (cost protein * decay)
4932.YCR034W	347.0	-2.85357803664	151.239193084	-8.45555900517	1735.0	-73	-126655.0
4932.YCR035C	394.0	-2.8098054021	120.177664974	-9.86469825046	1970.0	98	193060.0
4932.YCR036W	333.0	-2.85544028725	124.906906907	-9.96928004297	1665.0	61	101565.0
4932.YCR037C	923.0	-2.84572209814	130.771397616	-10.9656109707	4615.0	10	46150.0
4932.YCR042C	1407.0	-2.87705818205	144.027007818	-10.4345768228	7035.0	136	956760.0
4932.YCR044C	357.0	-2.91252177323	178.484593838	-10.2676527852	1785.0	-77	-137445.0
4932.YCR046C	169.0	-2.77504885629	127.721893491	-10.8515348167	845.0	234	197730.0
4932.YCR047C	275.0	-2.85170069419	132.698181818	-10.586858379	1375.0	44	60500.0
4932.YCR052W	483.0	-2.80961933662	125.314699793	-10.2960723557	2415.0	34	82110.0
4932.YCR053W	514.0	-2.83355735081	122.667315175	-6.34846946502	2570.0	148	380360.0
4932.YCR054C	563.0	-2.85022718062	142.039076376	-10.3913618003	2815.0	87	244905.0
4932.YCR057C	923.0	-2.8625291724	131.288190683	-8.46604011768	4615.0	-332	-1532180.0
4932.YCR059C	258.0	-2.86709051409	139.88372093	-10.808761032	1290.0	42	54180.0
4932.YCR060W	111.0	-2.79945644275	133.567567568	-11.874877362	555.0	47	26085.0
4932.YCR066W	487.0	-2.84872161361	148.229979466	-13.9516676333	2435.0	22	53570.0
4932.YCR067C	1065.0	-2.70005513929	107.096713615	-10.3017782099	5325.0	62	330150.0
4932.YCR071C	146.0	-2.83315294939	140.97260274	-11.4642273799	730.0	190	138700.0
4932.YCR073W-A	315.0	-2.84889751673	132.955555555	-11.6020077615	1575.0	45	70875.0
4932.YCR077C	796.0	-2.8305230528	119.415829146	-8.72423958922	3980.0	15	59700.0
4932.YCR081W	1427.0	-2.84177215894	153.549404345	-11.8782963284	7135.0	41	292535.0
4932.YCR083W	127.0	-2.87121053022	152.811023622	-11.2671141317	635.0	175	111125.0
4932.YCR084C	713.0	-2.82134670022	125.375876578	-8.97424289224	3565.0	27	96255.0
4932.YCR087C-A	153.0	-2.73112171713	178.045751634	-11.38452599	765.0	117	89505.0
4932.YCR088W	592.0	-2.72395938925	115.984797297	-7.48270894353	2960.0	18	53280.0
4932.YCR090C	182.0	-2.81201732399	159.423076923	-10.5600292915	910.0	8	7280.0
4932.YCR092C	1018.0	-2.85353371254	137.895874263	-11.6600099301	5090.0	21	106890.0
4932.YCR093W	2108.0	-2.83063402505	126.554079696	-7.54563403576	10540.0	53	558620.0
4932.YCR094W	391.0	-2.89309313283	148.158567775	-11.5989800181	1955.0	47	91885.0
4932.YCR095C	362.0	-2.83009148459	136.074585635	-11.7275833442	1810.0	104	188240.0
4932.YDL001W	430.0	-2.86468094656	138.2	-13.016308838	2150.0	2	4300.0
4932.YDL002C	203.0	-2.72687885501	134.733990147	-9.82574207825	1015.0	54	54810.0
4932.YDL005C	431.0	-2.63482206466	124.744779583	-9.86047779162	2155.0	38	81890.0
4932.YDL006W	281.0	-2.86503128454	139.039145908	-12.9963733043	1405.0	-247	-347035.0
4932.YDL007W	437.0	-2.80042519752	122.883295194	-9.67465861036	2185.0	17	37145.0
4932.YDL010W	231.0	-2.79622750946	122.935064935	-12.1512641312	1155.0	2	2310.0
4932.YDL012C	107.0	-2.45929283885	162.476635514	-11.8420081637	535.0	320	171200.0
4932.YDL013W	619.0	-2.82916693946	125.772213247	-10.8880678134	3095.0	17	52615.0
4932.YDL015C	310.0	-2.85046906112	161.848387097	-8.87407489383	1550.0	59	91450.0
4932.YDL017W	507.0	-2.90910839166	150.1617357	-11.5924346935	2535.0	35	88725.0
4932.YDL018C	225.0	-2.88340318925	152.653333334	-10.3569347107	1125.0	-102	-114750.0
4932.YDL019C	1283.0	-2.8528513174	138.003117693	-9.05233956162	6415.0	15	96225.0
4932.YDL021W	311.0	-2.86118711683	142.581993569	-11.2627945798	1555.0	47	73085.0
4932.YDL022W	391.0	-2.8774271582	138.746803069	-7.23644474844	1955.0	250	488750.0
4932.YDL025C	620.0	-2.8545205987	148.330645162	-9.53922218187	3100.0	32	99200.0
4932.YDL027C	420.0	-2.78681079775	134.371428571	-14.4538015413	2100.0	22	46200.0
4932.YDL028C	764.0	-2.84040897801	133.962041885	-12.0361720283	3820.0	3	11460.0
4932.YDL029W	391.0	-2.87031386047	129.994884911	-9.45527281779	1955.0	-1039	-2031245.0
4932.YDL033C	417.0	-2.90721690504	143.745803357	-12.8594738449	2085.0	44	91740.0
4932.YDL040C	854.0	-2.83082168318	141.984777517	-7.78883188757	4270.0	65	277550.0
4932.YDL042C	562.0	-2.88413543656	144.151245552	-10.6904965147	2810.0	21	59010.0
4932.YDL043C	266.0	-2.8376794287	137.590225564	-11.7025260654	1330.0	108	143640.0
4932.YDL045C	306.0	-2.89578208898	149.552287582	-13.663573643	1530.0	1197	1831410.0
4932.YDL046W	173.0	-2.75725509251	112.687861272	-10.3694979092	865.0	6	5190.0
4932.YDL047W	311.0	-2.93133636802	159.012861736	-10.0650706568	1555.0	34	52870.0
4932.YDL048C	490.0	-2.80479981692	150.730612245	-12.0563113743	2450.0	2	4900.0
4932.YDL052C	303.0	-2.87438134706	142.742574257	-8.84201635728	1515.0	138	209070.0
4932.YDL053C	185.0	-2.70102132156	128.437837837	-10.3655000344	925.0	44	40700.0
4932.YDL056W	833.0	-2.83354654578	128.641056423	-11.1915090366	4165.0	20	83300.0
4932.YDL058W	1790.0	-2.69703186138	125.626815642	-8.30765120001	8950.0	66	590700.0
4932.YDL059C	238.0	-2.83688179949	140.668067227	-11.3278654743	1190.0	23	27370.0
4932.YDL060W	788.0	-2.87091565381	135.210659898	-8.82174777519	3940.0	27	106380.0
4932.YDL061C	56.0	-2.84316720395	208.642857144	-8.39631615726	280.0	-183	-51240.0
4932.YDL063C	620.0	-2.80641947194	129.841935484	-10.0389225129	3100.0	35	108500.0
4932.YDL064W	157.0	-2.85783153923	152.611464969	-10.008431638	785.0	86	67510.0
4932.YDL065C	342.0	-2.72338831682	131.04385965	-10.0355967861	1710.0	56	95760.0
4932.YDL067C	59.0	-2.82748024484	176.372881356	-12.4724028093	295.0	-957	-282315.0
4932.YDL070W	638.0	-2.79841114959	134.663009405	-10.1276934894	3190.0	9	28710.0
4932.YDL074C	700.0	-2.72102632176	136.101428571	-9.6356012011	3500.0	61	213500.0
4932.YDL078C	343.0	-2.78036500139	111.33819242	-8.57905504075	1715.0	64	109760.0
4932.YDL080C	609.0	-2.9103769023	140.873563218	-8.77341563137	3045.0	33	100485.0
4932.YDL082W	199.0	-2.68828574413	111.32160804	-6.98818958819	995.0	30	29850.0
4932.YDL084W	446.0	-2.84585177886	124.262331839	-7.76465360502	2230.0	17	37910.0
4932.YDL085C-A	68.0	-2.35616314709	131.602941176	-10.0704169555	340.0	73	24820.0
4932.YDL088C	528.0	-2.79092392929	134.234848485	-9.7689483674	2640.0	32	84480.0
4932.YDL089W	484.0	-2.8482096316	147.830578513	-13.0208647798	2420.0	27	65340.0
4932.YDL092W	146.0	-2.79998989795	148.356164384	-10.395912181	730.0	-272	-198560.0
4932.YDL095W	817.0	-2.90174468555	150.078335374	-8.41746925217	4085.0	171	698535.0
4932.YDL097C	434.0	-2.80442774941	141.119815668	-8.26017499632	2170.0	51	110670.0
4932.YDL099W	341.0	-2.657804044	121.560117302	-9.82411437235	1705.0	63	107415.0
4932.YDL100C	354.0	-2.8607410187	138.110169491	-8.33723266078	1770.0	19	33630.0
4932.YDL101C	513.0	-2.85138640413	137.101364522	-11.3517356342	2565.0	102	261630.0
4932.YDL103C	477.0	-2.85491933372	135.354297694	-9.06950083994	2385.0	60	143100.0
4932.YDL106C	559.0	-2.77579616357	136.066189624	-11.5908336903	2795.0	48	134160.0
4932.YDL108W	306.0	-2.91143727826	148.77124183	-11.2824710603	1530.0	336	514080.0
4932.YDL110C	150.0	-2.77630578227	123.76	-10.380870393	750.0	19	14250.0
4932.YDL111C	265.0	-2.75013148441	116.237735849	-10.3537079103	1325.0	-489	-647925.0
4932.YDL112W	1436.0	-2.84099319339	144.459610028	-9.52574608659	7180.0	18	129240.0
4932.YDL113C	640.0	-2.79860270584	130.871875	-11.1337443053	3200.0	55	176000.0
4932.YDL115C	353.0	-2.75226735352	124.824362607	-12.760607116	1765.0	40	70600.0
4932.YDL116W	726.0	-2.8193570016	132.97245179	-8.94138054622	3630.0	230	834900.0
4932.YDL117W	885.0	-2.87618965205	143.149152542	-12.9702804374	4425.0	41	181425.0
4932.YDL119C	307.0	-2.79379432054	126.42019544	-11.8713338168	1535.0	429	658515.0
4932.YDL120W	174.0	-2.86534399706	131.091954023	-11.0336047051	870.0	-179	-155730.0
4932.YDL121C	149.0	-2.69394778362	122.060402685	-10.3411088189	745.0	-289	-215305.0
4932.YDL122W	809.0	-2.84472226581	135.751545117	-8.87219339395	4045.0	38	153710.0
4932.YDL124W	312.0	-2.84534300442	132.435897436	-8.11119899407	1560.0	55	85800.0
4932.YDL125C	158.0	-2.78991724545	145.424050633	-9.02786319501	790.0	267	210930.0
4932.YDL126C	835.0	-2.81821111673	113.358083832	-6.32258286155	4175.0	34	141950.0
4932.YDL128W	411.0	-2.77503141807	120.309002433	-9.91891053935	2055.0	35	71925.0
4932.YDL130W	106.0	-2.477399536	93.1037735851	-7.32958520132	530.0	395	209350.0
4932.YDL131W	440.0	-2.84290905865	129.725	-7.44367448896	2200.0	450	990000.0
4932.YDL134C	369.0	-2.92082663072	152.390243902	-9.61247940358	1845.0	45	83025.0
4932.YDL135C	202.0	-2.76895818253	130.237623762	-9.46455157948	1010.0	-83	-83830.0
4932.YDL136W	120.0	-2.57487575027	124.358333333	-6.91513514744	600.0	142	85200.0
4932.YDL137W	181.0	-2.85439547996	140.629834254	-8.95360333944	905.0	113	102265.0
4932.YDL139C	223.0	-2.70085072727	144.260089686	-13.6474282928	1115.0	28	31220.0
4932.YDL140C	1733.0	-2.87891205388	127.644547028	-6.72464357255	8665.0	22	190630.0
4932.YDL141W	690.0	-2.87366668444	131.760869565	-9.42420623354	3450.0	23	79350.0
4932.YDL143W	528.0	-2.77709510374	114.075757576	-7.97580789896	2640.0	125	330000.0
4932.YDL144C	356.0	-2.86514048944	129.671348314	-10.3118294486	1780.0	145	258100.0
4932.YDL145C	1201.0	-2.88699018644	134.402997502	-6.75835510766	6005.0	92	552460.0
4932.YDL147W	445.0	-2.77133871366	138.973033708	-8.0542706632	2225.0	87	193575.0
4932.YDL150W	422.0	-2.7226649511	113.530805687	-9.81313908631	2110.0	31	65410.0
4932.YDL155W	427.0	-2.86453955788	147.156908664	-12.8097220027	2135.0	20	42700.0
4932.YDL156W	522.0	-2.85421178862	132.132183908	-10.8099609467	2610.0	113	294930.0
4932.YDL157C	118.0	-2.85534833276	161.83898305	-12.7043721538	590.0	37	21830.0
4932.YDL159W	515.0	-2.83343877362	134.201941747	-10.3900162749	2575.0	14	36050.0
4932.YDL160C	506.0	-2.88569079916	136.171936759	-8.17939044446	2530.0	176	445280.0
4932.YDL161W	454.0	-2.78963102183	129.392070485	-9.86930050762	2270.0	39	88530.0
4932.YDL165W	191.0	-2.87089296388	147.863874346	-11.1339331833	955.0	-83	-79265.0
4932.YDL166C	197.0	-2.8476060694	152.979695431	-10.3445584315	985.0	16513	16265305.0
4932.YDL167C	719.0	-2.80652590591	145.577190542	-9.6347493614	3595.0	20	71900.0
4932.YDL168W	386.0	-2.8209774743	137.430051814	-9.07613737122	1930.0	48	92640.0
4932.YDL170W	528.0	-2.84257922047	150.325757576	-12.0592154265	2640.0	22	58080.0
4932.YDL171C	2145.0	-2.88528041496	135.388344988	-6.32556121672	10725.0	61	654225.0
4932.YDL173W	295.0	-2.72171985378	119.46779661	-10.0332978312	1475.0	72	106200.0
4932.YDL174C	587.0	-2.88630308458	143.807495741	-9.83152458732	2935.0	61	179035.0
4932.YDL175C	344.0	-2.85698133956	170.526162791	-13.0973925454	1720.0	30	51600.0
4932.YDL178W	530.0	-2.83615762089	129.354716981	-9.01918246403	2650.0	38	100700.0
4932.YDL181W	85.0	-2.67637898258	114.976470588	-11.5502888511	425.0	44	18700.0
4932.YDL182W	428.0	-2.83434352009	129.392523364	-6.81321404252	2140.0	186	398040.0
4932.YDL185W	1071.0	-2.86870211545	128.124183006	-5.5297646145	5355.0	109	583695.0
4932.YDL188C	377.0	-2.92188326069	155.395225465	-10.4120678281	1885.0	61	114985.0
4932.YDL189W	457.0	-2.82362145105	140.166301969	-10.4112388766	2285.0	25	57125.0
4932.YDL190C	961.0	-2.84146810832	127.917793965	-8.95490709513	4805.0	-781	-3752705.0
4932.YDL192W	181.0	-2.85061762504	138.243093922	-7.67348009946	905.0	-366	-331230.0
4932.YDL195W	1273.0	-2.81504310861	124.574234093	-6.75081536534	6365.0	26	165490.0
4932.YDL201W	286.0	-2.89837352941	154.213286713	-10.239570285	1430.0	9287	13280410.0
4932.YDL202W	249.0	-2.82287668486	141.506024097	-10.2044639351	1245.0	-286	-356070.0
4932.YDL204W	393.0	-2.83155479557	127.882951654	-10.8972585026	1965.0	193	379245.0
4932.YDL205C	327.0	-2.8356297464	141.581039756	-9.62475280187	1635.0	-61	-99735.0
4932.YDL207W	538.0	-2.8188920914	135.094795539	-10.5116454938	2690.0	31	83390.0
4932.YDL209C	339.0	-2.86021650725	140.902654867	-12.0284618761	1695.0	75	127125.0
4932.YDL212W	210.0	-2.8831418442	150.023809524	-9.77462520099	1050.0	95	99750.0
4932.YDL213C	225.0	-2.66779607587	119.031111111	-9.04556335157	1125.0	-796	-895500.0
4932.YDL219W	150.0	-2.73924327293	133.9	-12.0233840225	750.0	466	349500.0
4932.YDL220C	924.0	-2.86721073113	136.340909091	-11.7659320746	4620.0	42	194040.0
4932.YDL222C	309.0	-2.83240905628	136.430420712	-12.8514791417	1545.0	74	114330.0
4932.YDL225W	551.0	-2.81784207409	121.286751361	-9.17044204308	2755.0	76	209380.0
4932.YDL226C	352.0	-2.85841277179	139.210227272	-9.02097467806	1760.0	109	191840.0
4932.YDL229W	613.0	-2.78563656701	106.621533442	-5.58759165612	3065.0	149	456685.0
4932.YDL230W	335.0	-2.93651050291	159.8	-13.2554694604	1675.0	11	18425.0
4932.YDL234C	746.0	-2.86319508765	152.548257373	-10.7781133176	3730.0	77	287210.0
4932.YDL235C	167.0	-2.75888947312	130.958083833	-10.3822006857	835.0	107	89345.0
4932.YDL240W	1017.0	-2.88747721698	153.998033432	-12.3569681231	5085.0	62	315270.0
4932.YDR001C	751.0	-2.90359792886	142.065246338	-8.92054483974	3755.0	30	112650.0
4932.YDR005C	395.0	-2.77337375842	133.559493671	-12.5635157302	1975.0	31	61225.0
4932.YDR009W	520.0	-2.89574780242	138.334615385	-13.0835152126	2600.0	18	46800.0
4932.YDR012W	362.0	-2.773249312	120.32320442	-6.1017262933	1810.0	-62	-112220.0
4932.YDR013W	208.0	-2.80546901599	142.615384615	-13.4613829103	1040.0	67	69680.0
4932.YDR016C	94.0	-2.68746375648	119.117021277	-11.4038634114	470.0	80	37600.0
4932.YDR017C	1050.0	-2.8685623109	146.000952381	-9.46515894425	5250.0	19	99750.0
4932.YDR019C	400.0	-2.86793416807	133.58	-8.00281043658	2000.0	95	190000.0
4932.YDR021W	399.0	-2.84233883641	135.180451128	-11.5105159491	1995.0	46	91770.0
4932.YDR025W	156.0	-2.79962378283	143.5	-6.83474843577	780.0	26	20280.0
4932.YDR027C	889.0	-2.83620415907	134.18672666	-10.191165975	4445.0	29	128905.0
4932.YDR032C	198.0	-2.80216128391	124.873737374	-8.44734502585	990.0	40	39600.0
4932.YDR033W	320.0	-2.89047824712	164.4625	-7.22156987874	1600.0	208	332800.0
4932.YDR034C	790.0	-2.84790572274	142.465822785	-12.360604359	3950.0	48	189600.0
4932.YDR035W	370.0	-2.85461177618	134.972972972	-7.95318680222	1850.0	61	112850.0
4932.YDR036C	500.0	-2.87971265543	136.796	-9.76065080553	2500.0	67	167500.0
4932.YDR038C	1091.0	-2.87624657753	133.579285059	-11.2552890488	5455.0	43	234565.0
4932.YDR039C	1091.0	-2.8780143464	133.631530706	-10.7641923357	5455.0	288	1571040.0
4932.YDR040C	1091.0	-2.88083104731	134.945921173	-9.89254343168	5455.0	-345	-1881975.0
4932.YDR046C	604.0	-2.8767811529	140.119205299	-8.22717053132	3020.0	27	81540.0
4932.YDR047W	362.0	-2.9015405726	145.936464089	-10.0572478587	1810.0	845	1529450.0
4932.YDR049W	632.0	-2.8304156285	138.346518987	-10.2624760586	3160.0	37	116920.0
4932.YDR050C	248.0	-2.78982547704	115.830645161	-5.29932848227	1240.0	96	119040.0
4932.YDR051C	334.0	-2.89456773891	149.979041917	-10.1124390035	1670.0	46	76820.0
4932.YDR055W	444.0	-2.57411044217	106.511261261	-9.85973224826	2220.0	20	44400.0
4932.YDR056C	205.0	-2.79853035512	131.819512195	-10.2255622327	1025.0	127	130175.0
4932.YDR059C	148.0	-2.81555794958	145.547297297	-11.243357021	740.0	77	56980.0
4932.YDR060W	1025.0	-2.77560893087	127.16097561	-8.28978083338	5125.0	103	527875.0
4932.YDR061W	539.0	-2.88691191897	145.298701298	-10.4855660304	2695.0	37	99715.0
4932.YDR062W	561.0	-2.89495912084	140.142602496	-8.26845259558	2805.0	29	81345.0
4932.YDR063W	149.0	-2.77053204173	131.234899329	-10.877067265	745.0	-511	-380695.0
4932.YDR067C	224.0	-2.83927429424	151.629464285	-14.7789824053	1120.0	126	141120.0
4932.YDR068W	310.0	-2.69641674584	143.974193549	-10.2659627151	1550.0	100	155000.0
4932.YDR070C	93.0	-2.76667633867	133.301075269	-10.6765473113	465.0	43	19995.0
4932.YDR071C	191.0	-2.78435586745	135.696335079	-8.70229868891	955.0	47	44885.0
4932.YDR073W	169.0	-2.6194924606	117.171597633	-14.4538732229	845.0	30	25350.0
4932.YDR079W	111.0	-2.70367998578	136.828828829	-12.4009236788	555.0	15	8325.0
4932.YDR080W	992.0	-2.83658468022	139.879032259	-12.5685865764	4960.0	124	615040.0
4932.YDR081C	925.0	-2.8338803766	141.338378378	-10.4343347744	4625.0	85	393125.0
4932.YDR083W	392.0	-2.81642695173	145.107142858	-10.4505786638	1960.0	81	158760.0
4932.YDR087C	278.0	-2.80529347088	150.802158274	-9.41483657432	1390.0	51	70890.0
4932.YDR088C	382.0	-2.80335118716	151.465968586	-12.3118128438	1910.0	79	150890.0
4932.YDR089W	869.0	-2.80420428546	131.140391254	-12.0340120022	4345.0	3	13035.0
4932.YDR091C	608.0	-2.85687967508	129.118421053	-7.58656336417	3040.0	38	115520.0
4932.YDR092W	153.0	-2.81153675576	131.549019607	-10.1130416776	765.0	-350	-267750.0
4932.YDR093W	1612.0	-2.88617415712	135.935483871	-8.89978814349	8060.0	19	153140.0
4932.YDR096W	894.0	-2.80063883661	138.880313199	-10.8011101395	4470.0	28	125160.0
4932.YDR097C	1242.0	-2.86829943075	137.502415459	-9.69341535708	6210.0	31	192510.0
4932.YDR098C	285.0	-2.86323380365	136.645614035	-10.0405807041	1425.0	226	322050.0
4932.YDR099W	273.0	-2.76537293601	126.813186813	-7.0072690785	1365.0	-300	-409500.0
4932.YDR100W	143.0	-2.67598408109	111.881118881	-10.7804206191	715.0	76	54340.0
4932.YDR101C	593.0	-2.84583999407	130.018549747	-7.99219643381	2965.0	96	284640.0
4932.YDR108W	698.0	-2.87640998098	149.485673352	-10.6698511602	3490.0	42	146580.0
4932.YDR110W	566.0	-2.87756456527	142.312720848	-12.0261263133	2830.0	12	33960.0
4932.YDR116C	285.0	-2.79328021402	111.894736842	-10.3237793559	1425.0	47	66975.0
4932.YDR117C	565.0	-2.82652739307	138.343362832	-10.8715055652	2825.0	-106	-299450.0
4932.YDR119W	768.0	-2.8494395236	138.8359375	-8.87699493745	3840.0	9	34560.0
4932.YDR120C	570.0	-2.88508283934	143.759649123	-8.84835420103	2850.0	29	82650.0
4932.YDR121W	196.0	-2.75906995366	122.423469388	-10.8419095347	980.0	137	134260.0
4932.YDR122W	1064.0	-2.87836092436	135.794172933	-9.69805921011	5320.0	487	2590840.0
4932.YDR123C	304.0	-2.83323471009	141.888157895	-11.3434987239	1520.0	13	19760.0
4932.YDR127W	1588.0	-2.87004628315	131.051007557	-6.39667739575	7940.0	60	476400.0
4932.YDR129C	642.0	-2.8337879158	122.197819315	-7.13160137199	3210.0	96	308160.0
4932.YDR132C	495.0	-2.83760699913	144.498989899	-13.4922896087	2475.0	11	27225.0
4932.YDR135C	1515.0	-2.87112528592	136.879207921	-8.42689760194	7575.0	56	424200.0
4932.YDR137W	663.0	-2.83725161956	132.220211161	-12.8441461823	3315.0	32	106080.0
4932.YDR138W	752.0	-2.8242555209	139.973404255	-10.1722914938	3760.0	27	101520.0
4932.YDR140W	221.0	-2.86750839955	140.628959276	-12.0711536089	1105.0	239	264095.0
4932.YDR141C	1698.0	-2.80419068211	133.558892815	-9.17931317047	8490.0	23	195270.0
4932.YDR142C	375.0	-2.9005242174	153.704	-12.9233027382	1875.0	174	326250.0
4932.YDR143C	610.0	-2.74354332926	114.22295082	-11.2424387165	3050.0	7	21350.0
4932.YDR144C	596.0	-2.77088946676	125.22147651	-11.3412482758	2980.0	31	92380.0
4932.YDR145W	539.0	-2.75511485294	127.786641929	-9.15602668072	2695.0	48	129360.0
4932.YDR148C	463.0	-2.77450178582	111.280777538	-9.25533630229	2315.0	51	118065.0
4932.YDR152W	265.0	-2.77775302196	139.732075472	-8.87353314144	1325.0	39	51675.0
4932.YDR153C	411.0	-2.81718599018	133.172749392	-9.39022940265	2055.0	21	43155.0
4932.YDR155C	162.0	-2.82074759078	125.864197531	-6.78086042063	810.0	-528	-427680.0
4932.YDR156W	137.0	-2.71140846722	106.591240876	-10.556055734	685.0	-72	-49320.0
4932.YDR158W	365.0	-2.83672493037	123.569863014	-6.81942404123	1825.0	105	191625.0
4932.YDR161W	387.0	-2.77585902713	119.666666667	-9.74481787814	1935.0	107	207045.0
4932.YDR164C	724.0	-2.84381348865	129.647790055	-11.1829623476	3620.0	2	7240.0
4932.YDR165W	444.0	-2.83773441607	143.240990991	-9.35363104242	2220.0	26	57720.0
4932.YDR166C	971.0	-2.80177900107	138.57569516	-9.59803216613	4855.0	28	135940.0
4932.YDR167W	206.0	-2.77902988111	112.752427184	-10.6217291948	1030.0	-67	-69010.0
4932.YDR168W	506.0	-2.76065051932	138.575098814	-8.59438187236	2530.0	454	1148620.0
4932.YDR169C	513.0	-2.77945706466	122.855750488	-10.3989037487	2565.0	39	100035.0
4932.YDR170C	2009.0	-2.83829222864	128.958188154	-7.86609217519	10045.0	65	652925.0
4932.YDR171W	375.0	-2.81328494559	128.541333333	-9.3044747897	1875.0	72	135000.0
4932.YDR173C	355.0	-2.79418409604	130.025352113	-13.1801268969	1775.0	367	651425.0
4932.YDR174W	246.0	-2.733548029	124.18699187	-8.72594011463	1230.0	-472	-580560.0
4932.YDR175C	319.0	-2.84633020897	144.893416927	-10.2165001102	1595.0	30	47850.0
4932.YDR176W	702.0	-2.78825674985	122.71937322	-10.6780854052	3510.0	28	98280.0
4932.YDR177W	215.0	-2.85942239356	128.190697674	-9.78057842488	1075.0	45	48375.0
4932.YDR178W	181.0	-2.86620772608	148.972375691	-11.1181596207	905.0	481	435305.0
4932.YDR180W	1493.0	-2.80227574769	135.506363028	-11.627500863	7465.0	21	156765.0
4932.YDR181C	481.0	-2.80951331526	137.663201663	-13.2108722841	2405.0	21	50505.0
4932.YDR182W	491.0	-2.91116797969	158.073319755	-10.9869428911	2455.0	6	14730.0
4932.YDR189W	666.0	-2.80099238583	122.599099099	-8.91727678253	3330.0	32	106560.0
4932.YDR190C	463.0	-2.76616197278	107.252699784	-8.15594491375	2315.0	-601	-1391315.0
4932.YDR194C	664.0	-2.82151150822	128.234939759	-8.26925321637	3320.0	162	537840.0
4932.YDR196C	241.0	-2.84714453542	134.041493776	-11.2347630974	1205.0	-855	-1030275.0
4932.YDR200C	604.0	-2.80592714845	122.213576159	-13.5448563955	3020.0	29	87580.0
4932.YDR201W	165.0	-2.64766948214	124.896969697	-12.1681273929	825.0	-84	-69300.0
